EF_PID,EF_Map,EF_Lot,EF_Unt,EF_NoParcel,EF_LotSize,EF_MapAcres,EF_Exemp,EF_MuniEasement,EF_ConsEasement,EF_PartofMap,EF_PartofLot,EF_PartofUnit,EF_Street_Address,EF_Frontage,EF_FrontSuffix,EF_Notes,EF_CollectedOn
1071,410,12,,,2.26,,,,,,,,159 BAKER HILL RD,360,,,6/19/24
103178,410,13,1200,,0.19,,,,,,,,169 BAKER HILL RD,97.52,,410/13.12 on tax map,6/19/24
,410,13,11,,,,,,,410,10,1000,,460,,410/13.11 on tax map ?????,6/19/24
1076,410,13,2000,,34.1,,,,,,,,15 BAILEY HILL LN,800,,,6/19/24
,410,13,3000,,???,,,,,410,33,2000,,2460,S,UNNUMBERED on tax map???,6/19/24
,410,14,,NoParcel,,,,,,,,,,,,,6/19/24
1078,410,15,,,6.2,,,,,,,,99 BEAR HILL LN,640,,,6/19/24
1079,410,16,,,1.8,,,,,,,,101 BEAR HILL LN,62.6,,,6/19/24
,410,17,,NoParcel,,,,,,,,,,,,,6/19/24
1081,410,18,,,0.94,,,,,,,,103 BEAR HILL LN,208,,,6/19/24
1082,410,19,,,0.91,,,,,,,,107 BEAR HILL LN,210,S,,6/19/24
1083,410,20,,,116,,,,,,,,111 BEAR HILL LN,0,,ROW from Bailey Hill Ln,6/19/24
1084,410,21,,,0.63,,,,,,,,102 BEAR HILL LN,319,,,6/19/24
1085,410,22,,,13.28,,,ME,CE,,,,38 BAILEY HILL LN,757.85,,,6/19/24
,410,23,,NoParcel,,,,,,,,,,,,,6/19/24
1087,410,24,,,8,,,,,,,,24 BAILEY HILL LN,175,S,,6/19/24
,410,25,,,,,,,,410,10,1000,,720,,,6/19/24
,410,26,,,,,,ME,CE,410,9,1000,,926.5,,,6/19/24
,410,27,,NoParcel,,,,,,,,,,,,,6/19/24
1091,410,28,,,1.93,,,,,,,,205 BAKER HILL RD,382.2,,,6/19/24
1092,410,29,,,4.06,,,,,,,,215 BAKER HILL RD,1424,,,6/19/24
1093,410,30,,,7.89,,,,CE,,,,7 CLAFLIN LN,321.2,,,6/19/24
1094,410,31,,,17.7,,,,,,,,15 CLAFLIN LN,300,,,6/19/24
,410,32,,NoParcel,,,,,,,,,,,,,6/19/24
1096,410,33,1000,,77.52,,,ME,CE,,,,42 CLAFLIN LN,2145,,,6/19/24
1077,410,33,2000,,525,,,,,,,,44 BAILEY HILL LN,1450,S,,6/19/24
1097,410,34,,,15,,,,,,,,12 CLAFLIN LN,900,,,6/19/24
1098,410,35,,,26,,,,,,,,25 PICO RD,920,S,,6/19/24
1099,410,36,,,6.7,,,,,,,,43 PICO RD,980,,,6/19/24
1100,410,37,,,8.4,,,,,,,,14 CLAFLIN LN,0,,No Frontage?,6/19/24
1101,410,38,,,2.07,,,,,,,,59 PICO RD,439.55,,,6/19/24
1102,410,39,,,2.44,,,,,,,,65 PICO RD,245.6,,,6/19/24
1103,410,40,,,39.3,,,,CE,,,,75 PICO RD,1064,,,6/19/24
1104,410,41,,,40.83,,,,CE,,,,7 BLISS LN,685,S,,6/19/24
1105,410,42,,,42,,,,CE,,,,31 BLISS LN,1578,,,6/19/24
,410,43,,NoParcel,,,,,,,,,,,,,6/19/24
,410,44,,NoParcel,,,,,,,,,,,,,6/19/24
,410,45,,NoParcel,,,,,,,,,,,,,6/19/24
1109,410,46,1000,,54.35,,,,,,,,74 BLISS LN,864.27,,,6/19/24
102876,410,46,2000,,22.45,,,,,,,,66 BLISS LN,835.82,,,6/19/24
,410,47,,NoParcel,,,,,,,,,,,,,6/19/24
1111,410,48,,,2.9,,,,,,,,60 BLISS LN,300,,,6/19/24
1112,410,49,,,3,,,,,,,,54 BLISS LN,420,,,6/19/24
1113,410,50,,,70.9,,,,,,,,50 BLISS LN,1400,S,,6/19/24
101502,410,51,,,8.1,,,,,,,,44 BLISS LN,605.6,,,6/19/24
,410,52,,,,,,,,410,50,,,692.8,,,6/19/24
,410,53,,,,,,,CE,410,42,,,550,,,6/19/24
,410,54,,,,,,,CE,410,41,,,1430,,,6/19/24
1118,410,55,,,1.3,,,,,,,,52 PICO RD,330,,,6/19/24
1119,410,56,,,46,,,,,,,,243 BAKER HILL RD,2240,S,,6/19/24
1120,410,57,,,24,,,,CE,,,,293 BAKER HILL RD,1860,,,6/19/24
1121,410,58,,,1.1,,,,,,,,305 BAKER HILL RD,185,,,6/19/24
1122,410,59,,,2.9,,,,,,,,171 GOOSE POND RD,258,,,6/19/24
1123,410,60,,,21,,,,,,,,179 GOOSE POND RD,776,S,,6/19/24
1124,410,61,,,1.9,,,,,,,,183 GOOSE POND RD,290,,,6/19/24
1125,410,62,,,0.3,,,,,,,,193 GOOSE POND RD,239,,,6/19/24
1126,410,63,,,2.1,,,,,,,,203 GOOSE POND RD,430,,,6/19/24
1127,410,64,,,30,,,,,,,,239 GOOSE POND RD,1940,,,6/19/24
,410,65,,NoParcel,,,,,,,,,,,,,6/19/24
1129,410,66,,,3.6,,,,,,,,97 PICO RD,425,S,,6/19/24
,410,67,,NoParcel,,,,,,,,,,,,,6/19/24
1131,410,68,,,64.37,,,,,,,,252 GOOSE POND RD,1071.56,,,6/19/24
1132,410,69,,,89.17,,,,,,,,240 GOOSE POND RD,1570,,,6/19/24
1133,410,70,,,6.7,,,,,,,,216 GOOSE POND RD,450,,,6/19/24
101483,410,71,,,11.4,,,,,,,,192 GOOSE POND RD,1175,S,,6/19/24
100103,410,72,,,19.5,,,,,,,,188 GOOSE POND RD,462.3,,,6/19/24
1136,410,73,,,1.2,,,,,,,,182 GOOSE POND RD,200,,,6/19/24
1137,410,74,,,0.6,,,,,,,,176 GOOSE POND RD,190,,,6/19/24
1138,410,75,,,0.17,,,,,,,,174 GOOSE POND RD,60,,,6/19/24
102732,410,76,,,0.46,,,,,,,,172 GOOSE POND RD,196,,,6/19/24
1140,410,77,,,2.89,,,,,,,,321 BAKER HILL RD,334.8,,,6/19/24
1141,410,78,,,0.76,,,,,,,,327 BAKER HILL RD,0,,ROW from 410/77,6/19/24
1142,410,79,,,7.9,,,,,,,,331 BAKER HILL RD,456,,,6/19/24
1144,410,80,,,17.85,,,,,,,,347 BAKER HILL RD,522.77,,,6/19/24
103222,410,80,1000,,12.12,,,,,,,,341 BAKER HILL RD,369.19,,,6/19/24
101224,411,1,,,17.27,,,,,,,,289 GOOSE POND RD,1495,,,6/20/24
,411,2,,,,,,,,,,,,,,,6/20/24
,411,3,,,,,,,,,,,,,,,6/20/24
1149,411,4,,,24,,,,,,,,311 GOOSE POND RD,1006,,,6/20/24
1150,411,5,,,7.4,,,,,,,,333 GOOSE POND RD,537,,,6/20/24
1151,411,6,,,135,,E????,,CE,,,,349 GOOSE POND RD,1560.3,,,6/20/24
1152,411,7,,,59.98,,,,,,,,371 GOOSE POND RD,380,,,6/20/24
,411,8,,,,,,,,,,,,,,,6/20/24
1154,411,9,,,5.4,,E,,,,,,354 GOOSE POND RD,954.73,,,6/20/24
1155,411,10,,,17,,,,,,,,334 GOOSE POND RD,1240,,,6/20/24
1156,411,11,,,15,,,,,,,,322 GOOSE POND RD,650,,,6/20/24
1157,411,12,,,11.3,,,,,,,,310 GOOSE POND RD,406,,,6/20/24
1158,411,13,,,37,,,,,,,,290 GOOSE POND RD,1440.43,,,6/20/24
,412,1,,NoParcel,,,,,,,,,,,,,6/20/24
1163,412,2,,,55,,,,,,,,330 GRAFTON TK,3427,,,6/20/24
1164,412,3,,,752,"2,076.00",,,,,,,280 GRAFTON TK,2310,S,,6/20/24
1165,413,1,,,0.24,,,,,,,,101 GRAFTON TK,100,,,6/20/24
1166,413,2,,,7,,,,,,,,107 GRAFTON TK,595,,,6/20/24
1167,413,3,,,5.8,,,,,,,,117 GRAFTON TK,770,,,6/20/24
102772,413,4,,,372,,,ME,,,,,131 GRAFTON TK,2999,,,6/20/24
1169,413,5,,,13.9,,,ME,,,,,137 GRAFTON TK,433.8,,,6/20/24
1170,413,6,,,27.3,,,ME,,,,,139 GRAFTON TK,766.9,,,6/20/24
1171,413,7,,,14.3,,,,,,,,177 GRAFTON TK,1590,S,,6/20/24
102874,413,8,,,71,,,,,,,,177 GRAFTON TPK,2916,,,6/20/24
1173,413,9,,,66,,,,,,,,210 GRAFTON TPK,2775,S,,6/20/24
1177,413,10,,,286,,,,,,,,21 TYLER HILL RD,3060,S,,6/20/24
1186,413,11,,,23,,,,,,,,64 TYLER HILL RD,1600,S,,6/20/24
,413,12,,NoParcel,,,,,,,,,,,,,6/20/24
1187,413,13,,,6.3,,,,,,,,194 GRAFTON TK,445.5,,,6/20/24
1188,413,14,,,105,,,,,,,,172 GRAFTON TK,1840,S,,6/20/24
103197,413,14,E,,0,,,,,,,,172 GRAFTON TK,0,,Exepmt property,6/20/24
1189,413,15,,,95,,,,,,,,130 GRAFTON TK,2660,,,6/20/24
1190,413,16,,,3.1,,,,,,,,100 GRAFTON TK,250,,,6/20/24
1191,413,17,,,2.95,,,,,,,,96 GRAFTON TK,250,,,6/20/24
,413,18,,,,,,,,,,,,171.8,,No Vision Record???,6/20/24
1192,413,19,,,2.7,,E,,,,,,17 CANAAN LEDGE LN (L/O),522.64,,Town,6/20/24
1193,413,20,,,16,,E,,,,,,25 CANAAN LEDGE LN (L/O),180,S,Town,6/20/24
,413,21,,NoParcel,,,,,,,,,,,,,6/20/24
1195,413,22,,,7.02,,,,,,,,22 CANAAN LEDGE LN,286.11,,,6/20/24
1196,413,23,,,2.2,,,,,,,,18 CANAAN LEDGE LN,222.75,,,6/20/24
1197,413,24,,,2,,,,,,,,14 CANAAN LEDGE LN,198.28,,,6/20/24
1198,413,25,,,0,,,,,,,,16 CANAAN LEDGE LN,0,,ROW from 413/24,6/20/24
1199,413,26,,,2.1,,,,,,,,10 CANAAN LEDGE LN,205.8,,,6/20/24
1200,413,27,,,2,,,,,,,,6 CANAAN LEDGE LN,151.78,,,6/20/24
1201,413,28,,,2,,,,,,,,4 CANAAN LEDGE LN,103.32,,,6/20/24
1202,413,29,,,2,,,,,,,,2 CANAAN LEDGE LN,89.2,,,6/20/24
1203,413,30,,,2,,,,,,,,72 GRAFTON TK,211.6,,,6/20/24
1204,413,31,,,2,,,,,,,,70 GRAFTON TK,184.4,,,6/20/24
,413,32,,NoParcel,,,,,,,,,,,,,6/20/24
1206,413,33,,,556,,E,,,,,,GRAFTON TK,467.03,,USA,6/20/24
1207,414,1,,,1.1,,,ME,,,,,5 FLINT HILL RD,424,,,6/20/24
1208,414,2,,,2.1,,,ME,,,,,17 FLINT HILL RD,488,,,6/20/24
1209,414,3,,,9,,,,,,,,21 FLINT HILL RD,542,,,6/20/24
,414,4,,,,,,,,414,9,1000,,280,,,6/20/24
1211,414,5,,,5.03,,,,,,,,35 POUT POND LN,480.01,,,6/20/24
1212,414,6,,,6.4,,,,,,,,39 POUT POND LN,66.05,,,6/20/24
1213,414,7,,,3.46,,,,,,,,45 POUT POND LN,310.43,,,6/20/24
1214,414,8,,,5.03,,,,CE,,,,57 POUT POND LN,640,,,6/20/24
1215,414,9,1000,,41.9,,,ME,,,,,60 POUT POND LN,545,,,6/20/24
102692,414,9,2000,,12.2,,,,,,,,62 POUT POND LN,622,,,6/20/24
,414,10,,,,,E,,,414,27,,,1195,,,6/20/24
1222,414,11,1100,,12.8,,,,,,,,75 FLINT HILL RD,1039,,,6/20/24
1223,414,11,1200,,90.4,,,ME,,,,,63 FLINT HILL RD,722,,,6/20/24
,414,11,2000,NoParcel,,,,,,,,,,,,Not in Vision,6/20/24
1225,414,12,,,12.4,,,,,,,,91 FLINT HILL RD,407.2,,,6/20/24
1226,414,13,,,43.7,,,,CE,,,,80 POUT POND LN,0,,ROW from 414/11.12,6/20/24
1227,414,14,,,65,,,ME,CE,,,,39 SMITH MOUNTAIN RD,922,,,6/20/24
101143,414,15,,,24.5,,,ME,CE,,,,53 SMITH MOUNTAIN RD,1100,,,6/20/24
1229,414,16,,,11.3,,,,,,,,67 SMITH MOUNTAIN RD,1024,,,6/20/24
1230,414,17,,,39,,,ME,CE,,,,30 SMITH MOUNTAIN RD,2025,S,,6/20/24
,414,18,,NoParcel,,,,,,,,,,,,,6/20/24
1232,414,19,,,3.2,,,,,,,,12 SMITH MOUNTAIN RD,542.4,,,6/20/24
1233,414,20,,,4.2,,,,,,,,99 FLINT HILL RD,610,,,6/20/24
1234,414,21,,,1.26,,,,,,,,107 FLINT HILL RD,217.9,,,6/20/24
1235,414,22,,,0.97,,,,,,,,115 FLINT HILL RD,332.5,,,6/20/24
1236,414,23,,,8.9,,,,,,,,119 FLINT HILL RD,290,,,6/20/24
,414,24,,,,,,,,414,23,,,575,S,,6/20/24
1243,414,25,,,29,,,,,,,,321 DORCHESTER RD,945,S,,6/20/24
1247,414,26,1000,,23.6,,,,,,,,74 FLINT HILL RD,1585,,,6/20/24
1248,414,26,2000,,14.8,,,,,,,,66 FLINT HILL RD,657,,,6/20/24
1249,414,27,,,36.9,,,,,,,,44 FLINT HILL RD,875,,,6/20/24
1250,414,28,,,3,,,ME,,,,,8 FLINT HILL RD,490,S,,6/20/24
1251,414,29,,,12,,,ME,CE,,,,261 DORCHESTER RD,199.9,,,6/20/24
1255,414,30,1000,,7.6,,,ME,CE,,,,265 DORCHESTER RD,272.85,,,6/20/24
1256,414,30,2000,,4.41,,,ME,CE,,,,263 DORCHESTER RD,0,,ROW from 414/31,6/20/24
1257,414,31,,,3.1,,,ME,,,,,267 DORCHESTER RD,776,,,6/20/24
1263,414,32,,,37.5,,,,,,,,307 DORCHESTER RD,1841,,,6/20/24
,414,33,,NoParcel,,,,,,,,,,,,,6/20/24
1265,414,34,,,3.1,,,,,,,,343 DORCHESTER RD,265.9,,,6/20/24
1266,414,35,,,5.5,,,,,,,,353 DORCHESTER RD,535.5,,,6/20/24
1267,414,36,,,2.32,,,,,,,,359 DORCHESTER RD,354,,,6/20/24
1268,414,37,,,2.2,,,,,,,,361 DORCHESTER RD,0,,ROW from 414/36,6/20/24
1269,414,38,,,22,,,,,,,,371 DORCHESTER RD,565,,,6/20/24
1270,414,39,,,0.54,,,,,,,,379 DORCHESTER RD (LAND ONLY),200,,,6/20/24
1271,414,40,,,4.6,,,,,,,,383 DORCHESTER RD,306,,,6/20/24
1272,414,41,,,76,,,,,,,,393 DORCHESTER RD,527,,,6/20/24
,414,42,,NoParcel,,,,,,,,,,,,,6/20/24
1274,414,43,,,7,,,,,,,,401 DORCHESTER RD,508,,,6/20/24
1277,414,44,,,149,,,,CE,,,,443 DORCHESTER RD,3300,S,Partial easement,6/20/24
1282,414,45,,,83,,E,,,,,,473 DORCHESTER RD,250,S,USA,6/20/24
,414,46,,NoParcel,,,,,,,,,,,,,6/20/24
,414,47,,NoParcel,,,,,,,,,,,,,6/20/24
101582,414,48,,,54,,,,,,,,DORCHESTER RD,0,,No frontage?,6/20/24
1289,414,49,,,88.17,,,,,,,,370 DORCHESTER RD,0,,No frontage?,6/20/24
1291,414,50,,,12.9,,,,,,,,428 DORCHESTER RD,0,,No frontage?/In Contention,6/20/24
1292,414,51,,,85,,E,,,,,,442 DORCHESTER RD,350,S,USA,6/20/24
,414,52,,,,,,,,414,44,,,2360,S,,6/20/24
1298,414,53,,,29.24,,,,,,,,420 DORCHESTER RD,427,,,6/20/24
1299,414,54,,,0.8,,,,,,,,376 DORCHESTER RD,205,,,6/20/24
100122,414,55,,,30,,,ME,CE,,,,378 DORCHESTER RD,2150,,,6/20/24
,414,56,,NoParcel,,,,,,,,,,,,,6/20/24
1302,414,57,,,17,,E,,,,,,320 DORCHESTER RD,1861.19,,USA,6/20/24
1304,414,58,1001P,,354.4,,,,,,,,39 GRAFTON TK (TAXABLE),4084.62,,,6/20/24
1305,414,58,1002P,,82.6,,,,,,,,39 GRAFTON TK (NON-TAXABLE),0,,Part of 414/58/1001,6/20/24
,414,59,,NoParcel,,,,,,,,,,,,,6/20/24
,414,60,,NoParcel,,,,,,,,,,,,,6/20/24
1309,414,61,1001P,,79.99,,,,,,,,40 GRAFTON TK (TAXABLE),3306.89,,,6/20/24
1311,414,61,1002P,,102.8,,,,,,,,40 GRAFTON TK (NON-TAXABLE),0,,Part of 414/61/1001,6/20/24
1313,414,62,,,19.9,,,,,,,,274 DORCHESTER RD,681.9,,,6/20/24
,414,62,2000,NoParcel,,,,,,,,,,,,,6/20/24
1319,414,63,,,20,,,,,,,,266 DORCHESTER RD,452.1,,,6/20/24
1323,414,64,,,8.6,,,,,,,,254 DORCHESTER RD,819,,,6/20/24
101262,414,65,,,12.14,,E,,,,,,46 POUT POND LN,416.35,,,6/20/24
1312,414,66,,,590,,E,,,,,,290 DORCHESTER RD,1254.3,,USA,6/20/24
1325,415,1,,,5.5,,,,,,,,22 PONY HILL LN,445,S,,6/20/24
1326,415,2,,,22.2,,,,,,,,55 HARDSCRABBLE LN,1318.3,,,6/20/24
1327,415,3,,,385.4,,E,,CE,,,,4 TROUT POND LN (TROUT POND,453,,Town,6/20/24
,415,4,,NoParcel,,,,,,,,,,,,,6/20/24
,415,5,,NoParcel,,,,,,,,,,,,,6/20/24
,415,6,,NoParcel,,,,,,,,,,,,,6/20/24
,415,7,,NoParcel,,,,,,,,,,,,,6/20/24
1332,415,8,,,55.5,,,,CE,,,,46 HARDSCRABBLE LN,0,,ROW from 415/10,6/20/24
1333,415,9,,,23.8,,,,CE,,,,58 HARDSCRABBLE LN,1035.5,,,6/20/24
102691,415,10,,,35,,,ME,,,,,42 HARDSCRABBLE LN,598,,,6/20/24
1335,415,11,,,20,,,,,,,,34 HARDSCRABBLE LN,455,,,6/20/24
1336,415,12,,,145,,,,CE,,,,44 HARDSCRABBLE LN,0,,Frontage from 415/10,6/20/24
1337,415,13,,,13.61,,,,CE,,,,43 POUT POND LN,0,,Frontage from 414/6,6/20/24
1338,415,14,,,5.28,,,,CE,,,,61 POUT POND LN,226,,,6/20/24
1340,415,15,,,5.02,,,,CE,,,,65 POUT POND LN,50.4,,,6/20/24
1341,415,16,,,6.11,,,,CE,,,,67 POUT POND LN,10,,Approx. frontage,6/20/24
1342,415,17,,,5.28,,,,CE,,,,69 POUT POND LN,10,,Approx. frontage,6/20/24
1343,415,18,,,5.47,,,,CE,,,,73 POUT POND LN,381.7,,,6/20/24
1344,415,19,,,298.1,,,,CE,,,,75+77 POUT POND LN,100.8,,,6/20/24
1352,415,20,1000,,67.57,,,,CE,,,,82 POUT POND LN,50,,Approx. frontage,6/20/24
1353,415,20,2000,,11.08,,,ME,CE,,,,79 POUT POND LN,191.36,,,6/20/24
1354,415,20,3000,,9.13,,,,CE,,,,84 POUT POND LN,633.91,,,6/20/24
1355,415,21,,,139,,,,,,,,101 SMITH MOUNTAIN RD,2415,S,,6/20/24
1356,415,22,,,537,"1,872.00",,,CE,,,,141 SMITH MOUNTAIN RD,4738.44,,,6/20/24
,415,23,,NoParcel,,,,,,,,,,,,,6/20/24
1358,415,24,,,31,,,,,,,,121 TROUT POND LN,0,,Pout Pond frontage,6/20/24
,415,25,,NoParcel,,,,,,,,,,,,,6/20/24
1360,415,26,,,117.4,,,,,,,,200 SMITH MOUNTAIN RD,1947,,,6/20/24
1361,415,27,,,63.7,,,,,,,,174 SMITH MOUNTAIN RD,626,,,6/20/24
1362,415,28,,,130,,,,,,,,164 SMITH MOUNTAIN RD,4480,S,,6/20/24
1363,415,29,,,112,,,,,,,,461 DORCHESTER RD,0,,Frontage on Dorchester?,6/20/24
1228,415,30,,,70.1,,,ME,CE,,,,55 SMITH MOUNTAIN RD,0,,No frontage?,6/20/24
1364,416,1,,,18,,,,,,,,66 ORFORDVILLE RD,695,,,6/20/24
1365,416,2,,,2.9,,,,,,,,58 ORFORDVILLE RD,150.2,,,6/20/24
1366,416,3,,,41,,,,CE,,,,40 ORFORDVILLE RD,2290,,,6/20/24
1367,416,4,,,9.5,,,,,,,,179 PINNACLE RD,775,S,,6/20/24
,416,5,,,,,,,CE,416,18,,,1424.5,,,6/20/24
,416,6,,NoParcel,,,,,,,,,,,,,6/20/24
,416,7,,,,,,,,416,10,,,1270,,,6/20/24
,416,8,,NoParcel,,,,,,,,,,,,,6/20/24
,416,9,,NoParcel,,,,,,,,,,,,,6/20/24
1373,416,10,,,44.5,,,,,,,,226 PINNACLE RD,2155,,,6/20/24
1374,416,11,,,9.35,,,,,,,,15 DAVISON LN,311.7,,,6/20/24
1375,416,12,,,700,,,,CE,,,,41 DAVISON LN,116.2,,Partial easement,6/20/24
,416,13,,NoParcel,,,,,,,,,,,,,6/20/24
1379,416,14,,,65.7,,,,CE,,,,30 DAVISON LN,0,,No frontage?,6/20/24
,416,15,,NoParcel,,,,,,,,,,,,,6/20/24
1382,416,16,,,3.6,,,,,,,,16 DAVISON LN,450,,,6/20/24
,416,17,,NoParcel,,,,,,,,,,,,,6/20/24
1384,416,18,,,58.9,,,,CE,,,,196 PINNACLE RD,314.7,,Partial easement,6/20/24
1385,416,19,,,10.51,,,,,,,,192 PINNACLE RD,600,,,6/20/24
1386,416,20,,,48,,,,,,,,25 PONY HILL LN,800,,,6/20/24
1387,416,21,,,31,,,,,,,,50 PONY HILL LN,0,,ROW from 416/20,6/20/24
1388,416,22,,,135,,,,,,,,3 TROUT POND LN,0,,ROW from 415/3,6/20/24
1389,416,23,,,15,,,,,,,,36 PONY HILL LN,810,,,6/20/24
1394,416,24,,,378,,,,,,,,100 DAVISON LN,0,,No frontage?,6/20/24
1399,416,25,,,70,,,,,,,,281 SMITH MOUNTAIN RD,0,,No frontage?,6/20/24
1400,416,26,,,131,,,,,,,,180 CELLARS LN,0,,No frontage?,6/20/24
1401,416,27,,,56,,,,,,,,190 CELLARS LN,0,,No frontage?,6/20/24
,416,28,,NoParcel,,,,,,,,,,,,,6/20/24
1402,417,1,,,30.1,,,,,,,,115 ORFORDVILLE RD,1175,,,6/20/24
1403,417,2,,,3.1,,,,,,,,137 ORFORDVILLE RD,0,,ROW from 417/1,6/20/24
,417,3,,,,,,,,417,1,,,550,,,6/20/24
,417,4,,,,,,,,417,5,,,220,,,6/20/24
1406,417,5,,,77.6,,,ME,,,,,128 ORFORDVILLE RD,455,,,6/20/24
1410,417,6,1000,,11.15,,,,,,,,120 ORFORDVILLE RD,630.9,,,6/20/24
100662,417,6,2000,,44.55,,,,,,,,100 ORFORDVILLE RD,1957.75,,,6/20/24
1412,417,7,,,25,,,,,,,,124 CELLARS LN,0,,ROW from 416/12,6/20/24
1413,418,1,,,35,,,,,,,,395 SMITH MOUNTIAN RD,850,S,,6/20/24
,418,2,,NoParcel,,,,,,,,,,,,,6/20/24
1417,418,3,,,314,,,,,,,,370 SMITH MOUNTAIN RD,0,,ROW on Smith Mountain Rd,6/20/24
,418,4,,NoParcel,,,,,,,,,,,,,6/20/24
,418,5,,NoParcel,,,,,,,,,,,,,6/20/24
1423,419,1,,,777.62,,E,,,,,,1 LAMBERT RG,1804.75,,USA,6/20/24
,419,2,,NoParcel,,,,,,,,,,,,,6/20/24
,419,3,,NoParcel,,,,,,,,,,,,,6/20/24
,419,4,,NoParcel,,,,,,,,,,,,,6/20/24
,419,5,,NoParcel,,,,,,,,,,,,,6/20/24
,419,6,,NoParcel,,,,,,,,,,,,,6/20/24
1435,419,7,,,114.7,,,,,,,,7 LAMBERT RG,2589,,,6/20/24
1436,419,8,,,64.85,,,,,,,,8 LAMBERT RG,1805.74,,USA-On Lambert Ridge,6/20/24
1437,419,9,,,89,,,,,,,,545 DORCHESTER RD,1901.5,,USA-On Lambert Ridge,6/20/24
1438,420,1,,,63,,E,,,,,,509 DORCHESTER RD,1985,S,USA - No Frontage?,6/20/24
1439,420,2,,,110.35,,E,,,,,,511 DORCHESTER RD,0,,USA - No Frontage?,6/20/24
1440,420,3,,,919,,E,,,,,,535 DORCHESTER RD,0,,USA - No Frontage?,6/20/24
1441,420,4,,,6.8,,E,,,,,,525 DORCHESTER RD,0,,USA - No Frontage?,6/20/24
1442,420,5,,,0.57,,,,,,,,517 DORCHESTER RD (BEALE CEM,210,S,,6/20/24
1443,420,6,,,124,,,,,,,,539 DORCHESTER RD,2641.65,,,6/20/24
1446,420,7,1000,,243,,,,,,,,581 DORCHESTER RD,1140,S,,6/20/24
1447,420,7,2000,,40.2,,,,,,,,601 DORCHESTER RD,910,,,6/20/24
1448,420,8,,,15.1,,,,,,,,615 DORCHESTER RD,500,,,6/20/24
1449,420,9,,,0.87,,,ME,,,,,623 DORCHESTER RD,190.2,,,6/20/24
1450,420,10,,,0.62,,,,,,,,625 DORCHESTER RD,153,,,6/20/24
1451,420,11,,,0.17,,,,,,,,629 DORCHESTER RD,65,S,,6/20/24
,420,12,,,,,,,,420,17,,,132,,,6/20/24
,420,13,,,,,,,,420,16,,,132.3,,"Assumed ""part of""",6/20/24
,420,14,,,,,,,,420,15,,,140,S,,6/20/24
1455,420,15,,,1,1,,,,,,,638 DORCHESTER RD,140,S,,6/20/24
1456,420,16,,,0.88,,,,,,,,634 DORCHESTER RD,140,S,,6/20/24
1457,420,17,,,2.06,,,,,,,,632 DORCHESTER RD,145,,,6/20/24
,420,18,,,,,,,,420,17,,,175,,,6/20/24
,420,19,,NoParcel,,,,,,,,,,,,,6/20/24
,420,20,,,,,,,,420,22,,,1430,,,6/20/24
,420,21,,NoParcel,,,,,,,,,,,,,6/20/24
1462,420,22,,,73.67,,,,,,,,622 DORCHESTER RD,1060,,,6/20/24
,420,23,,NoParcel,,,,,,,,,,,,,6/20/24
1464,420,24,,,33,,,,,,,,552 DORCHESTER RD,0,,No frontage?,6/20/24
,420,25,,NoParcel,,,,,,,,,,,,,6/20/24
1466,420,26,,,79,,,,,,,,550 DORCHESTER RD,1630,S,Baptist Chrch,6/20/24
102875,420,27,,,370,,,,,,,,520 DORCHESTER RD,2070,S,,6/20/24
1468,420,28,,,30.5,,,ME,,,,,500 DORCHESTER RD,267,,,6/20/24
1469,421,1,,,0.37,,E,,,,,,637 DORCHESTER RD (LAND ONLY),110,S,Town,6/20/24
,421,2,,NoParcel,,,,,,,,,,,,,6/20/24
1471,421,3,,,0.47,,,,,,,,641 DORCHESTER RD,105,S,,6/20/24
1472,421,4,,,1.43,,,,,,,,643 DORCHESTER RD,240,S,,6/20/24
1473,421,5,,,16.14,,,,,,,,645 DORCHESTER RD,135,S,,6/20/24
,421,6,,NoParcel,,,,,,,,,,,,,6/20/24
1475,421,7,,,16.32,,,,,,,,651 DORCHESTER RD,400,S,,6/20/24
,421,8,,,,,,,,,,,,,,,6/20/24
1477,421,9,,,1.91,,,,CE,,,,658 DORCHESTER RD,150,S,,6/20/24
,421,10,,NoParcel,,,,,,,,,,,,,6/20/24
,421,11,,NoParcel,,,,,,,,,,,,,6/20/24
,421,12,,,,,,,,421,4,,,260,S,,6/20/24
,421,13,,,,,,,,421,3,,,120,S,"Assumed ""part of""",6/20/24
,421,14,,NoParcel,,,,,,,,,,,,,6/20/24
,421,15,,,,,E,,,421,1,,,70,S,"Assumed ""part of""",6/20/24
1484,421,16,,,3.67,,,,,,,,41 OLD DORCHESTER RD,314,,,6/20/24
1485,421,17,,,6.94,,,,,,,,636 DORCHESTER RD,443.9,,On Old Dorch. Rd,6/20/24
1486,421,18,,,76.33,,,ME,,,,,50 OLD DORCHESTER RD,750,,Approx frontage,6/20/24
,421,19,,NoParcel,,,,,,,,,,,,,6/20/24
1488,421,20,,,222,,,,,,,,680 DORCHESTER RD,0,,No frontage?,6/20/24
1489,421,21,,,207.33,,,,CE,,,,700 DORCHESTER RD,0,,No frontage?,6/20/24
101562,421,22,,,213,,,,,,,,626 DORCHESTER RD,0,,No frontage?,6/20/24
100202,422,1,,,752,,,,,,,,345 GRAFTON TK,0,,No frontage?,6/20/24
,,,,,,,,,,,,,,,,,
